"Report Group Date","VehicleReg","DriverID","VehicleStatus","MOBILESPEED","MOBILEODO","Location","SkillSet","MsgTypeId","LocationTolerance","STATUS1"
"4/4/2025 5:46:00 AM","JB 61 HF GP","","Driving","17","300.590","Long : 28.14053. Lat : -25.84168","","1","",""
"4/4/2025 5:48:00 AM","JB 61 HF GP","","Driving","24","301.454","Long : 28.1466. Lat : -25.84462","","1","",""
"4/4/2025 5:50:00 AM","JB 61 HF GP","","Driving","36","302.445","Long : 28.15029. Lat : -25.84101","","1","",""
"4/4/2025 5:52:00 AM","JB 61 HF GP","","Driving","48","303.509","Long : 28.16007. Lat : -25.84206","","1","",""
"4/4/2025 5:54:00 AM","JB 61 HF GP","","Driving","55","304.506","Long : 28.16965. Lat : -25.84002","","1","",""
"4/4/2025 5:56:00 AM","JB 61 HF GP","","Driving","0","305.822","Long : 28.18263. Lat : -25.83849","","1","",""
"4/4/2025 5:58:00 AM","JB 61 HF GP","","Driving","87","307.173","Long : 28.17976. Lat : -25.84833","","1","",""
"4/4/2025 5:59:51 AM","JB 61 HF GP","","GSM Jam","75","309.962","Long : 28.17051. Lat : -25.87162","","1","",""
"4/4/2025 6:00:00 AM","JB 61 HF GP","","Driving","89","310.159","Long : 28.17004. Lat : -25.87335","","1","",""
"4/4/2025 6:02:00 AM","JB 61 HF GP","","Driving","86","313.114","Long : 28.16295. Lat : -25.89923","","1","",""
"4/4/2025 6:04:00 AM","JB 61 HF GP","","Driving","82","315.807","Long : 28.15026. Lat : -25.92066","","1","",""
"4/4/2025 6:06:00 AM","JB 61 HF GP","","Driving","86","318.503","Long : 28.13856. Lat : -25.94256","","1","",""
"4/4/2025 6:08:00 AM","JB 61 HF GP","","Driving","78","321.220","Long : 28.13073. Lat : -25.96598","","1","",""
"4/4/2025 6:10:00 AM","JB 61 HF GP","","Driving","95","324.035","Long : 28.12319. Lat : -25.99052","","1","",""
"4/4/2025 6:12:00 AM","JB 61 HF GP","","Driving","89","327.084","Long : 28.11513. Lat : -26.01677","","1","",""
"4/4/2025 6:14:00 AM","JB 61 HF GP","","Driving","77","329.335","Long : 28.10756. Lat : -26.03594","","1","",""
"4/4/2025 6:16:00 AM","JB 61 HF GP","","Driving","82","331.861","Long : 28.09416. Lat : -26.0548","","1","",""
"4/4/2025 6:18:00 AM","JB 61 HF GP","","Driving","37","333.716","Long : 28.09027. Lat : -26.05785","","1","",""
"4/4/2025 6:20:00 AM","JB 61 HF GP","","Driving","30","334.429","Long : 28.08476. Lat : -26.05808","","1","",""
"4/4/2025 6:22:00 AM","JB 61 HF GP","","Driving; (GPS Unlock)","0","334.820","Long : 28.08835. Lat : -26.05918","","1","",""
"4/4/2025 6:24:00 AM","JB 61 HF GP","","Driving","0","334.904","Long : 28.08817. Lat : -26.05956","","1","",""
"4/4/2025 6:25:19 AM","JB 61 HF GP","","Ignition off","0","334.981","Long : 28.08835. Lat : -26.05958","","1","",""
"4/4/2025 2:38:21 PM","JB 61 HF GP","","Start up","0","334.981","Long : 28.08835. Lat : -26.05958","","1","",""
"4/4/2025 2:40:00 PM","JB 61 HF GP","","Driving","0","335.422","Long : 28.08461. Lat : -26.05839","","1","",""
"4/4/2025 2:42:00 PM","JB 61 HF GP","","Driving","0","335.986","Long : 28.08912. Lat : -26.05661","","1","",""
"4/4/2025 2:44:00 PM","JB 61 HF GP","","Driving","0","336.026","Long : 28.08972. Lat : -26.05657","","1","",""
"4/4/2025 2:45:17 PM","JB 61 HF GP","","GSM Jam","21","336.479","Long : 28.09084. Lat : -26.06015","","1","",""
"4/4/2025 2:46:00 PM","JB 61 HF GP","","Driving","34","336.592","Long : 28.09095. Lat : -26.06118","","1","",""
"4/4/2025 2:46:48 PM","JB 61 HF GP","","GSM Jam","52","337.263","Long : 28.09384. Lat : -26.05769","","1","",""
"4/4/2025 2:47:47 PM","JB 61 HF GP","","GSM Jam","75","338.461","Long : 28.09556. Lat : -26.0472","","1","",""
"4/4/2025 2:48:00 PM","JB 61 HF GP","","GSM Jam","74","338.724","Long : 28.09754. Lat : -26.04565","","1","",""
"4/4/2025 2:49:41 PM","JB 61 HF GP","","GSM Jam","39","340.602","Long : 28.10823. Lat : -26.03277","","1","",""
"4/4/2025 2:50:00 PM","JB 61 HF GP","","Driving","33","340.793","Long : 28.1087. Lat : -26.0311","","1","",""
"4/4/2025 2:52:00 PM","JB 61 HF GP","","Driving","29","341.763","Long : 28.112. Lat : -26.02288","","1","",""
"4/4/2025 2:54:00 PM","JB 61 HF GP","","Driving","24","342.507","Long : 28.11499. Lat : -26.01674","","1","",""
"4/4/2025 2:54:07 PM","JB 61 HF GP","","GSM Jam","15","342.552","Long : 28.11517. Lat : -26.01637","","1","",""
"4/4/2025 2:55:03 PM","JB 61 HF GP","","GSM Jam","25","342.798","Long : 28.11618. Lat : -26.01429","","1","",""
"4/4/2025 2:56:00 PM","JB 61 HF GP","","Driving","14","343.109","Long : 28.11743. Lat : -26.01172","","1","",""
"4/4/2025 2:58:00 PM","JB 61 HF GP","","Driving","45","344.053","Long : 28.12068. Lat : -26.00372","","1","",""
"4/4/2025 3:00:00 PM","JB 61 HF GP","","Driving","21","345.020","Long : 28.12176. Lat : -25.99504","","1","",""
"4/4/2025 3:02:00 PM","JB 61 HF GP","","Driving","56","346.379","Long : 28.12529. Lat : -25.9832","","1","",""
"4/4/2025 3:04:00 PM","JB 61 HF GP","","Driving","20","347.700","Long : 28.12882. Lat : -25.97172","","1","",""
"4/4/2025 3:06:00 PM","JB 61 HF GP","","Driving","40","348.675","Long : 28.13142. Lat : -25.96325","","1","",""
"4/4/2025 3:08:00 PM","JB 61 HF GP","","Driving","52","350.490","Long : 28.13647. Lat : -25.9475","","1","",""
"4/4/2025 3:10:00 PM","JB 61 HF GP","","Driving","90","352.972","Long : 28.14623. Lat : -25.92693","","1","",""
"4/4/2025 3:12:00 PM","JB 61 HF GP","","Driving","52","355.115","Long : 28.15678. Lat : -25.91011","","1","",""
"4/4/2025 3:14:00 PM","JB 61 HF GP","","Driving","87","357.935","Long : 28.16659. Lat : -25.88645","","1","",""
"4/4/2025 3:16:00 PM","JB 61 HF GP","","Driving","67","360.715","Long : 28.17265. Lat : -25.86195","","1","",""
"4/4/2025 3:18:00 PM","JB 61 HF GP","","Driving","8","361.242","Long : 28.17388. Lat : -25.85703","","1","",""
"4/4/2025 3:20:00 PM","JB 61 HF GP","","Driving","12","361.555","Long : 28.17492. Lat : -25.85433","","1","",""
"4/4/2025 3:22:00 PM","JB 61 HF GP","","Driving","28","361.950","Long : 28.17714. Lat : -25.851","","1","",""
"4/4/2025 3:24:00 PM","JB 61 HF GP","","Driving","45","363.804","Long : 28.17959. Lat : -25.83865","","1","",""
"4/4/2025 3:26:00 PM","JB 61 HF GP","","Driving","0","364.943","Long : 28.16842. Lat : -25.84046","","1","",""
"4/4/2025 3:28:00 PM","JB 61 HF GP","","Driving","0","365.079","Long : 28.1673. Lat : -25.84101","","1","",""
"4/4/2025 3:29:38 PM","JB 61 HF GP","","Ignition off","0","365.079","Long : 28.1673. Lat : -25.84101","","1","",""
"4/4/2025 3:33:06 PM","JB 61 HF GP","","Start up","0","365.079","Long : 28.1673. Lat : -25.84101","","1","",""
"4/4/2025 3:34:00 PM","JB 61 HF GP","","Driving","0","365.459","Long : 28.16347. Lat : -25.84182","","1","",""
"4/4/2025 3:36:00 PM","JB 61 HF GP","","Driving","41","366.444","Long : 28.15385. Lat : -25.84121","","1","",""
"4/4/2025 3:38:00 PM","JB 61 HF GP","","Driving","22","367.321","Long : 28.1514. Lat : -25.84381","","1","",""
"4/4/2025 3:40:00 PM","JB 61 HF GP","","Driving","34","368.152","Long : 28.14429. Lat : -25.84408","","1","",""
"4/4/2025 3:42:00 PM","JB 61 HF GP","","Speed Violation","25","368.889","Long : 28.13912. Lat : -25.84189","","1","",""
"4/4/2025 3:44:00 PM","JB 61 HF GP","","Driving","0","369.235","Long : 28.13681. Lat : -25.8432","","1","",""
"4/4/2025 3:46:00 PM","JB 61 HF GP","","Driving","0","369.235","Long : 28.13681. Lat : -25.8432","","1","",""
"4/4/2025 3:46:38 PM","JB 61 HF GP","","Ignition off","0","369.235","Long : 28.13681. Lat : -25.8432","","1","",""
"4/5/2025 4:03:11 AM","JB 61 HF GP","","Health Check; (Ignition off)","0","369.235","Long : 28.13662. Lat : -25.84311","","1","",""
"4/6/2025 4:14:37 AM","JB 61 HF GP","","Health Check; (Ignition off)","0","369.235","Long : 28.13666. Lat : -25.84322","","1","",""
"4/6/2025 7:31:06 AM","JB 61 HF GP","","Start up","0","369.235","Long : 28.13664. Lat : -25.84312","","1","",""
"4/6/2025 7:32:00 AM","JB 61 HF GP","","Driving","0","369.282","Long : 28.13688. Lat : -25.84322","","1","",""
"4/6/2025 7:34:00 AM","JB 61 HF GP","","Speed Violation","23","369.939","Long : 28.14194. Lat : -25.84215","","1","",""
"4/6/2025 7:36:00 AM","JB 61 HF GP","","Driving","49","370.916","Long : 28.14274. Lat : -25.84862","","1","",""
"4/6/2025 7:38:00 AM","JB 61 HF GP","","Driving","18","372.012","Long : 28.1449. Lat : -25.85719","","1","",""
"4/6/2025 7:40:00 AM","JB 61 HF GP","","Driving","36","373.252","Long : 28.15573. Lat : -25.85992","","1","",""
"4/6/2025 7:42:00 AM","JB 61 HF GP","","Driving","16","374.459","Long : 28.16646. Lat : -25.86228","","1","",""
"4/6/2025 7:44:00 AM","JB 61 HF GP","","Driving","13","375.639","Long : 28.17745. Lat : -25.85962","","1","",""
"4/6/2025 7:46:00 AM","JB 61 HF GP","","Driving","0","375.797","Long : 28.17673. Lat : -25.86013","","1","",""
"4/6/2025 7:48:00 AM","JB 61 HF GP","","Driving","0","375.797","Long : 28.17673. Lat : -25.86013","","1","",""
"4/6/2025 7:48:03 AM","JB 61 HF GP","","Ignition off","0","375.797","Long : 28.17673. Lat : -25.86013","","1","",""
"4/6/2025 9:03:47 AM","JB 61 HF GP","","Start up","0","375.797","Long : 28.17673. Lat : -25.86013","","1","",""
"4/6/2025 9:04:00 AM","JB 61 HF GP","","Driving","16","375.856","Long : 28.17629. Lat : -25.86039","","1","",""
"4/6/2025 9:05:08 AM","JB 61 HF GP","","GSM Jam","19","376.063","Long : 28.17585. Lat : -25.86188","","1","",""
"4/6/2025 9:06:00 AM","JB 61 HF GP","","Driving","26","376.275","Long : 28.17492. Lat : -25.8609","","1","",""
"4/6/2025 9:08:00 AM","JB 61 HF GP","","Driving","13","377.137","Long : 28.1824. Lat : -25.85735","","1","",""
"4/6/2025 9:10:00 AM","JB 61 HF GP","","Driving","55","377.759","Long : 28.18582. Lat : -25.85345","","1","",""
"4/6/2025 9:12:00 AM","JB 61 HF GP","","Speed Violation","48","378.974","Long : 28.18509. Lat : -25.84555","","1","",""
"4/6/2025 9:14:00 AM","JB 61 HF GP","","Driving","13","379.694","Long : 28.18611. Lat : -25.84165","","1","",""
"4/6/2025 9:16:00 AM","JB 61 HF GP","","Driving","0","379.772","Long : 28.18588. Lat : -25.84143","","1","",""
"4/6/2025 9:17:28 AM","JB 61 HF GP","","Ignition off","0","379.772","Long : 28.18588. Lat : -25.84143","","1","",""
"4/6/2025 9:32:15 AM","JB 61 HF GP","","Start up","0","379.772","Long : 28.18588. Lat : -25.84143","","1","",""
"4/6/2025 9:34:00 AM","JB 61 HF GP","","Driving","49","380.171","Long : 28.18468. Lat : -25.83904","","1","",""
"4/6/2025 9:36:00 AM","JB 61 HF GP","","Driving","53","381.101","Long : 28.17555. Lat : -25.83942","","1","",""
"4/6/2025 9:38:00 AM","JB 61 HF GP","","Driving","53","382.198","Long : 28.16488. Lat : -25.84138","","1","",""
"4/6/2025 9:40:00 AM","JB 61 HF GP","","Driving","35","383.752","Long : 28.1503. Lat : -25.841","","1","",""
"4/6/2025 9:42:00 AM","JB 61 HF GP","","Driving","21","384.752","Long : 28.14653. Lat : -25.84468","","1","",""
"4/6/2025 9:44:00 AM","JB 61 HF GP","","Speed Violation","29","385.574","Long : 28.14102. Lat : -25.84169","","1","",""
"4/6/2025 9:46:00 AM","JB 61 HF GP","","Driving","0","386.129","Long : 28.13674. Lat : -25.84319","","1","",""
"4/6/2025 9:48:00 AM","JB 61 HF GP","","Driving","0","386.129","Long : 28.13674. Lat : -25.84319","","1","",""
"4/6/2025 9:48:46 AM","JB 61 HF GP","","Ignition off","0","386.129","Long : 28.13674. Lat : -25.84319","","1","",""
"4/6/2025 4:00:31 PM","JB 61 HF GP","","Start up","0","386.129","Long : 28.13674. Lat : -25.84319","","1","",""
"4/6/2025 4:02:00 PM","JB 61 HF GP","","Driving","0","386.150","Long : 28.13684. Lat : -25.84311","","1","",""
"4/6/2025 4:04:00 PM","JB 61 HF GP","","Driving","0","386.150","Long : 28.13684. Lat : -25.84311","","1","",""
"4/6/2025 4:04:23 PM","JB 61 HF GP","","Ignition off","0","386.150","Long : 28.13684. Lat : -25.84311","","1","",""
"4/7/2025 4:05:11 AM","JB 61 HF GP","","Health Check; (Ignition off)","0","386.150","Long : 28.13665. Lat : -25.84314","","1","",""
"4/7/2025 5:45:27 AM","JB 61 HF GP","","Start up","0","386.150","Long : 28.13665. Lat : -25.84314","","1","",""
"4/7/2025 5:46:00 AM","JB 61 HF GP","","Speed Violation","28","386.328","Long : 28.13838. Lat : -25.84322","","1","",""
"4/7/2025 5:48:00 AM","JB 61 HF GP","","Driving","9","387.031","Long : 28.14365. Lat : -25.84212","","1","",""
"4/7/2025 5:50:00 AM","JB 61 HF GP","","Driving","24","388.072","Long : 28.15142. Lat : -25.84375","","1","",""
"4/7/2025 5:52:00 AM","JB 61 HF GP","","Driving","42","388.950","Long : 28.15371. Lat : -25.84114","","1","",""
"4/7/2025 5:54:00 AM","JB 61 HF GP","","Driving","34","390.324","Long : 28.16703. Lat : -25.84072","","1","",""
"4/7/2025 5:56:00 AM","JB 61 HF GP","","Driving","14","391.461","Long : 28.17813. Lat : -25.83889","","1","",""
"4/7/2025 5:58:00 AM","JB 61 HF GP","","Driving","38","392.150","Long : 28.18453. Lat : -25.83929","","1","",""
"4/7/2025 6:00:00 AM","JB 61 HF GP","","Driving","71","394.946","Long : 28.1729. Lat : -25.86188","","1","",""
"4/7/2025 6:01:59 AM","JB 61 HF GP","","Harsh Braking","46","397.815","Long : 28.16659. Lat : -25.88712","","1","",""
"4/7/2025 6:02:00 AM","JB 61 HF GP","","Harsh Braking","38","397.821","Long : 28.16657. Lat : -25.88717","","1","",""
"4/7/2025 6:02:12 AM","JB 61 HF GP","","GSM Jam","13","397.871","Long : 28.16646. Lat : -25.88761","","1","",""
"4/7/2025 6:04:00 AM","JB 61 HF GP","","Driving","57","399.792","Long : 28.16061. Lat : -25.90408","","1","",""
"4/7/2025 6:06:00 AM","JB 61 HF GP","","Driving","77","401.981","Long : 28.14989. Lat : -25.92127","","1","",""
"4/7/2025 6:08:00 AM","JB 61 HF GP","","Driving","51","404.270","Long : 28.1398. Lat : -25.93975","","1","",""
"4/7/2025 6:10:00 AM","JB 61 HF GP","","Driving","33","405.731","Long : 28.13498. Lat : -25.95218","","1","",""
"4/7/2025 6:12:00 AM","JB 61 HF GP","","Driving","62","407.703","Long : 28.12971. Lat : -25.96935","","1","",""
"4/7/2025 6:14:00 AM","JB 61 HF GP","","Driving","94","410.129","Long : 28.1232. Lat : -25.99044","","1","",""
"4/7/2025 6:16:00 AM","JB 61 HF GP","","Driving","96","413.146","Long : 28.11529. Lat : -26.0165","","1","",""
"4/7/2025 6:18:00 AM","JB 61 HF GP","","Driving","89","416.161","Long : 28.1042. Lat : -26.04151","","1","",""
"4/7/2025 6:20:00 AM","JB 61 HF GP","","Driving","53","418.827","Long : 28.09341. Lat : -26.0613","","1","",""
"4/7/2025 6:22:00 AM","JB 61 HF GP","","Driving","0","420.058","Long : 28.09019. Lat : -26.05716","","1","",""
"4/7/2025 6:23:30 AM","JB 61 HF GP","","GSM Jam","44","420.650","Long : 28.08492. Lat : -26.05763","","1","",""
"4/7/2025 6:24:00 AM","JB 61 HF GP","","Driving","15","420.820","Long : 28.08572. Lat : -26.05872","","1","",""
"4/7/2025 6:26:00 AM","JB 61 HF GP","","Driving; (GPS Unlock)","0","421.153","Long : 28.08835. Lat : -26.05957","","1","",""
"4/7/2025 6:28:00 AM","JB 61 HF GP","","Driving; (GPS Unlock)","0","421.334","Long : 28.08768. Lat : -26.05984","","1","",""
"4/7/2025 6:28:52 AM","JB 61 HF GP","","Ignition off","0","421.413","Long : 28.08827. Lat : -26.05957","","1","",""
"4/7/2025 2:51:59 PM","JB 61 HF GP","","Start up","0","421.413","Long : 28.08827. Lat : -26.05957","","1","",""
"4/7/2025 2:52:00 PM","JB 61 HF GP","","Driving; (GPS Unlock)","0","421.413","Long : 28.08827. Lat : -26.05957","","1","",""
"4/7/2025 2:54:00 PM","JB 61 HF GP","","Driving","40","422.051","Long : 28.08551. Lat : -26.05685","","1","",""
"4/7/2025 2:56:00 PM","JB 61 HF GP","","Driving","0","422.378","Long : 28.08879. Lat : -26.05661","","1","",""
"4/7/2025 2:58:00 PM","JB 61 HF GP","","Driving","53","422.636","Long : 28.0906. Lat : -26.05785","","1","",""
"4/7/2025 2:58:38 PM","JB 61 HF GP","","GSM Jam","36","423.129","Long : 28.09156. Lat : -26.06192","","1","",""
"4/7/2025 3:00:00 PM","JB 61 HF GP","","Driving","90","424.812","Long : 28.09523. Lat : -26.04762","","1","",""
"4/7/2025 3:02:00 PM","JB 61 HF GP","","Driving","90","427.752","Long : 28.11042. Lat : -26.02637","","1","",""
"4/7/2025 3:04:00 PM","JB 61 HF GP","","Driving","88","430.736","Long : 28.12108. Lat : -26.00131","","1","",""
"4/7/2025 3:06:00 PM","JB 61 HF GP","","Driving","45","432.821","Long : 28.1254. Lat : -25.98298","","1","",""
"4/7/2025 3:08:00 PM","JB 61 HF GP","","Driving","100","435.684","Long : 28.13305. Lat : -25.95808","","1","",""
"4/7/2025 3:10:00 PM","JB 61 HF GP","","Driving","104","438.836","Long : 28.14376. Lat : -25.93139","","1","",""
"4/7/2025 3:12:00 PM","JB 61 HF GP","","Driving","84","441.818","Long : 28.15823. Lat : -25.90786","","1","",""
"4/7/2025 3:14:00 PM","JB 61 HF GP","","Driving","80","444.635","Long : 28.16708. Lat : -25.8839","","1","",""
"4/7/2025 3:16:00 PM","JB 61 HF GP","","Driving","100","447.473","Long : 28.18593. Lat : -25.87011","","1","",""
"4/7/2025 3:18:00 PM","JB 61 HF GP","","Driving","98","450.980","Long : 28.21865. Lat : -25.85945","","1","",""
"4/7/2025 3:20:00 PM","JB 61 HF GP","","Driving","94","454.286","Long : 28.23722. Lat : -25.83569","","1","",""
"4/7/2025 3:22:00 PM","JB 61 HF GP","","Driving","94","457.503","Long : 28.25705. Lat : -25.81305","","1","",""
"4/7/2025 3:24:00 PM","JB 61 HF GP","","Driving","107","461.049","Long : 28.27051. Lat : -25.7837","","1","",""
"4/7/2025 3:26:00 PM","JB 61 HF GP","","Driving","85","464.355","Long : 28.2743. Lat : -25.7544","","1","",""
"4/7/2025 3:28:00 PM","JB 61 HF GP","","Driving","79","467.034","Long : 28.25509. Lat : -25.74174","","1","",""
"4/7/2025 3:30:00 PM","JB 61 HF GP","","Driving","7","468.504","Long : 28.24174. Lat : -25.74529","","1","",""
"4/7/2025 3:32:00 PM","JB 61 HF GP","","Driving","37","469.524","Long : 28.24135. Lat : -25.75313","","1","",""
"4/7/2025 3:34:00 PM","JB 61 HF GP","","Driving","8","470.118","Long : 28.24738. Lat : -25.75272","","1","",""
"4/7/2025 3:36:00 PM","JB 61 HF GP","","Driving","0","470.448","Long : 28.24975. Lat : -25.75333","","1","",""
"4/7/2025 3:38:00 PM","JB 61 HF GP","","Driving","0","470.448","Long : 28.24975. Lat : -25.75333","","1","",""
"4/7/2025 3:39:22 PM","JB 61 HF GP","","Ignition off","0","470.448","Long : 28.24975. Lat : -25.75333","","1","",""
"4/7/2025 5:14:27 PM","JB 61 HF GP","","Start up","0","470.448","Long : 28.24975. Lat : -25.75333","","1","",""
"4/7/2025 5:16:00 PM","JB 61 HF GP","","Driving","19","470.643","Long : 28.2481. Lat : -25.75268","","1","",""
"4/7/2025 5:18:00 PM","JB 61 HF GP","","Driving","0","471.332","Long : 28.24105. Lat : -25.75318","","1","",""
"4/7/2025 5:20:00 PM","JB 61 HF GP","","Driving","10","471.630","Long : 28.23973. Lat : -25.75532","","1","",""
"4/7/2025 5:22:00 PM","JB 61 HF GP","","Driving","0","472.183","Long : 28.24178. Lat : -25.75854","","1","",""
"4/7/2025 5:24:00 PM","JB 61 HF GP","","Driving","0","472.282","Long : 28.24278. Lat : -25.75878","","1","",""
"4/7/2025 5:25:59 PM","JB 61 HF GP","","Ignition off","0","472.282","Long : 28.24278. Lat : -25.75878","","1","",""
"4/7/2025 5:38:27 PM","JB 61 HF GP","","Start up","0","472.282","Long : 28.24278. Lat : -25.75878","","1","",""
"4/7/2025 5:40:00 PM","JB 61 HF GP","","Driving","0","472.918","Long : 28.24808. Lat : -25.76085","","1","",""
"4/7/2025 5:42:00 PM","JB 61 HF GP","","Driving","48","473.763","Long : 28.25587. Lat : -25.763","","1","",""
"4/7/2025 5:44:00 PM","JB 61 HF GP","","Driving","18","474.833","Long : 28.26154. Lat : -25.77019","","1","",""
"4/7/2025 5:46:00 PM","JB 61 HF GP","","Driving","19","475.391","Long : 28.26003. Lat : -25.77512","","1","",""
"4/7/2025 5:48:00 PM","JB 61 HF GP","","Driving","12","476.195","Long : 28.26081. Lat : -25.77633","","1","",""
"4/7/2025 5:50:00 PM","JB 61 HF GP","","Driving","0","476.600","Long : 28.26287. Lat : -25.77438","","1","",""
"4/7/2025 5:52:00 PM","JB 61 HF GP","","Driving","0","476.612","Long : 28.26298. Lat : -25.77443","","1","",""
"4/7/2025 5:53:51 PM","JB 61 HF GP","","Ignition off","0","476.612","Long : 28.26298. Lat : -25.77443","","1","",""
"4/7/2025 7:07:28 PM","JB 61 HF GP","","Start up","0","476.612","Long : 28.26298. Lat : -25.77443","","1","",""
"4/7/2025 7:08:00 PM","JB 61 HF GP","","Driving","18","476.681","Long : 28.26248. Lat : -25.77442","","1","",""
"4/7/2025 7:10:00 PM","JB 61 HF GP","","Driving","36","477.627","Long : 28.26681. Lat : -25.77534","","1","",""
"4/7/2025 7:12:00 PM","JB 61 HF GP","","Driving","43","478.372","Long : 28.27192. Lat : -25.77822","","1","",""
"4/7/2025 7:14:00 PM","JB 61 HF GP","","Driving","86","480.559","Long : 28.26649. Lat : -25.79457","","1","",""
"4/7/2025 7:16:00 PM","JB 61 HF GP","","Driving","78","483.359","Long : 28.25494. Lat : -25.81744","","1","",""
"4/7/2025 7:18:00 PM","JB 61 HF GP","","Driving","79","485.724","Long : 28.24291. Lat : -25.82845","","1","",""
"4/7/2025 7:20:00 PM","JB 61 HF GP","","Driving","56","488.055","Long : 28.22858. Lat : -25.8147","","1","",""
"4/7/2025 7:22:00 PM","JB 61 HF GP","","Driving","60","489.653","Long : 28.21505. Lat : -25.80936","","1","",""
"4/7/2025 7:24:00 PM","JB 61 HF GP","","Driving","42","491.566","Long : 28.20036. Lat : -25.81848","","1","",""
"4/7/2025 7:26:00 PM","JB 61 HF GP","","Driving","75","493.249","Long : 28.18471. Lat : -25.82178","","1","",""
"4/7/2025 7:28:00 PM","JB 61 HF GP","","Driving","0","495.370","Long : 28.16387. Lat : -25.82384","","1","",""
"4/7/2025 7:30:00 PM","JB 61 HF GP","","Driving","59","496.857","Long : 28.15075. Lat : -25.82972","","1","",""
"4/7/2025 7:32:00 PM","JB 61 HF GP","","Driving","27","498.404","Long : 28.13616. Lat : -25.83347","","1","",""
"4/7/2025 7:34:00 PM","JB 61 HF GP","","Driving","39","499.562","Long : 28.1426. Lat : -25.84051","","1","",""
"4/7/2025 7:36:00 PM","JB 61 HF GP","","Speed Violation","21","500.217","Long : 28.13978. Lat : -25.84164","","1","",""
"4/7/2025 7:38:00 PM","JB 61 HF GP","","Driving","0","500.616","Long : 28.13693. Lat : -25.84317","","1","",""
"4/7/2025 7:40:00 PM","JB 61 HF GP","","Driving","0","500.616","Long : 28.13693. Lat : -25.84317","","1","",""
"4/7/2025 7:40:48 PM","JB 61 HF GP","","Ignition off","0","500.616","Long : 28.13693. Lat : -25.84317","","1","",""
"4/8/2025 4:00:01 AM","JB 61 HF GP","","Health Check; (Ignition off)","0","500.616","Long : 28.13679. Lat : -25.84333","","1","",""
"4/8/2025 5:41:46 AM","JB 61 HF GP","","Start up","0","500.616","Long : 28.13679. Lat : -25.84333","","1","",""
"4/8/2025 5:42:00 AM","JB 61 HF GP","","Speed Violation","23","500.682","Long : 28.13734. Lat : -25.84321","","1","",""
"4/8/2025 5:44:00 AM","JB 61 HF GP","","Driving","17","501.463","Long : 28.14347. Lat : -25.84224","","1","",""
"4/8/2025 5:46:00 AM","JB 61 HF GP","","Driving","28","502.483","Long : 28.15105. Lat : -25.84387","","1","",""
"4/8/2025 5:48:00 AM","JB 61 HF GP","","Driving","43","503.387","Long : 28.15359. Lat : -25.84111","","1","",""
"4/8/2025 5:50:00 AM","JB 61 HF GP","","Driving","46","504.663","Long : 28.16602. Lat : -25.84099","","1","",""
"4/8/2025 5:52:00 AM","JB 61 HF GP","","Driving","25","505.891","Long : 28.17801. Lat : -25.8389","","1","",""
"4/8/2025 5:52:52 AM","JB 61 HF GP","","GSM Jam","22","506.450","Long : 28.18352. Lat : -25.83867","","1","",""
"4/8/2025 5:54:00 AM","JB 61 HF GP","","Driving","65","506.746","Long : 28.1837. Lat : -25.84052","","1","",""
"4/8/2025 5:56:00 AM","JB 61 HF GP","","Driving","85","509.826","Long : 28.17193. Lat : -25.86583","","1","",""
"4/8/2025 5:58:00 AM","JB 61 HF GP","","Driving","90","512.631","Long : 28.16579. Lat : -25.89048","","1","",""
"4/8/2025 6:00:00 AM","JB 61 HF GP","","Driving","76","514.977","Long : 28.15703. Lat : -25.91002","","1","",""
"4/8/2025 6:02:00 AM","JB 61 HF GP","","Speed Violation","57","517.084","Long : 28.14666. Lat : -25.92654","","1","",""
"4/8/2025 6:04:00 AM","JB 61 HF GP","","Driving","79","519.457","Long : 28.13714. Lat : -25.94614","","1","",""
"4/8/2025 6:06:00 AM","JB 61 HF GP","","Driving","85","522.037","Long : 28.12997. Lat : -25.96849","","1","",""
"4/8/2025 6:08:00 AM","JB 61 HF GP","","Driving","97","524.677","Long : 28.12292. Lat : -25.99138","","1","",""
"4/8/2025 6:10:00 AM","JB 61 HF GP","","Driving","91","527.799","Long : 28.11442. Lat : -26.01822","","1","",""
"4/8/2025 6:12:00 AM","JB 61 HF GP","","Driving","73","530.747","Long : 28.10305. Lat : -26.04225","","1","",""
"4/8/2025 6:14:00 AM","JB 61 HF GP","","Driving","47","533.507","Long : 28.09267. Lat : -26.06333","","1","",""
"4/8/2025 6:16:00 AM","JB 61 HF GP","","Driving","41","534.472","Long : 28.09024. Lat : -26.05736","","1","",""
"4/8/2025 6:17:04 AM","JB 61 HF GP","","GSM Jam","39","535.113","Long : 28.08486. Lat : -26.05776","","1","",""
"4/8/2025 6:18:00 AM","JB 61 HF GP","","Driving","0","535.370","Long : 28.08609. Lat : -26.0589","","1","",""
"4/8/2025 6:20:00 AM","JB 61 HF GP","","Driving","0","535.370","Long : 28.08609. Lat : -26.0589","","1","",""
"4/8/2025 6:21:07 AM","JB 61 HF GP","","Ignition off","0","535.370","Long : 28.08609. Lat : -26.0589","","1","",""
"4/8/2025 6:56:21 AM","JB 61 HF GP","","Start up","0","535.370","Long : 28.08609. Lat : -26.0589","","1","",""
"4/8/2025 6:58:00 AM","JB 61 HF GP","","Driving","0","535.690","Long : 28.0884. Lat : -26.05963","","1","",""
